 ;matrix_w;matrix_h;filter_size;samples;n_thread_host;n_device;d0_size;d0_mode_in;d0_mode_out;d1_size;d1_mode_in;d1_mode_out;d2_size;d2_mode_in;d2_mode_out;completionTime;extechWatt;gpuBusy_1;aluInsts_1;fetchInsts_1;wrInsts_1;waveFronts_1;AluBusy_1;aluFetchRatio_1;aluPacking_1;aluPacking_1;fetchUnitBusy_1;fetchUnitStalled_1;fetchSize_1;cacheHit_1;writeUnitStalled_1;ldsFetchInst_1;aluStalledByLds_1;ldsBankConfl_1;fastPath_1;completePath_1;pathUtil_1;gpuBusy_2;aluInsts_2;fetchInsts_2;wrInsts_2;waveFronts_2;AluBusy_2;aluFetchRatio_2;aluPacking_2;aluPacking_2;fetchUnitBusy_2;fetchUnitStalled_2;fetchSize_2;cacheHit_2;writeUnitStalled_2;ldsFetchInst_2;aluStalledByLds_2;ldsBankConfl_2;fastPath_2;completePath_2;pathUtil_2;gpuBusy_3;aluInsts_3;fetchInsts_3;wrInsts_3;waveFronts_3;AluBusy_3;aluFetchRatio_3;aluPacking_3;aluPacking_3;fetchUnitBusy_3;fetchUnitStalled_3;fetchSize_3;cacheHit_3;writeUnitStalled_3;ldsFetchInst_3;aluStalledByLds_3;ldsBankConfl_3;fastPath_3;completePath_3;pathUtil_3;J;
 ;130;130;3;130;0;1;0;2;2;-1;-1;-1;-1;-1;-1;1,38668096065521;145,594444444444;3,57921504974365;20;9;1;1706752;2,48989391326904;2,22222208976746;45;4,48285913467407;0,00118499994277954;440438,6875;72,4739608764648;31,1214962005615;0;0;0;0;426688;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;201,893044088284;
 ;258;130;3;130;0;1;0;2;2;-1;-1;-1;-1;-1;-1;1,60800004005432;140,339473684211;5,01332378387451;20;9;1;3200000;2,99569988250732;2,22222208976746;45;5,39294576644897;0,000742000003810972;819140,625;72,6953125;58,0368995666504;0;0;0;0;800022,75;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;225,665879305413;
 ;258;258;3;258;0;1;0;2;2;-1;-1;-1;-1;-1;-1;1,73924899101257;144,35;8,44866943359375;20;9;1;6024192;3,34390211105347;2,22222208976746;45;6,01943206787109;0,000452000007499009;1529947,75;72,91015625;75,7189559936523;0;0;0;0;1506186,5;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;251,060591852665;
 ;514;258;3;258;0;1;0;2;2;-1;-1;-1;-1;-1;-1;1,92872595787048;142,2375;14,9177007675171;20;9;1;8534016;3,31812191009521;2,22222208976746;45;5,97306299209595;0,00052599998889491;2158766,5;73,017578125;87,269157409668;0;0;0;0;2134132,75;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;274,337158432603;
 ;514;514;3;514;0;1;0;2;2;-1;-1;-1;-1;-1;-1;2,2842869758606;147,644117647059;23,8759899139404;20;9;1;15171584;3,42759990692139;2,22222208976746;45;6,16989994049072;0,000262999994447455;3822759,5;73,1233749389648;92,5929870605469;0;0;0;0;3794022,75;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;337,261535003606;
 ;1026;514;3;514;0;1;0;2;2;-1;-1;-1;-1;-1;-1;3,24813103675842;147,888888888889;34,036262512207;20;9;1;24100864;3,49404311180115;2,22222208976746;45;6,30193901062012;0,0193000007420778;6060704;73,17626953125;95,0479736328125;0;0;0;0;6026711,5;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;480,362489991718;
 ;1026;1026;3;1026;0;1;0;2;2;-1;-1;-1;-1;-1;-1;4,96997690200806;143,673076923077;42,588924407959;20;9;1;21282816;3,50151395797729;2,22222208976746;45;6,31387996673584;0,0159499999135733;5341569;73,228759765625;94,6106262207031;0;0;0;0;5322639;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;714,051873748119;
 ;2050;1026;3;1026;0;1;0;2;2;-1;-1;-1;-1;-1;-1;8,42924976348877;149,194444444444;49,3579597473145;20;9;1;34504704;3,64693808555603;2,22222208976746;45;6,71476411819458;0,170120000839233;8651517;73,254997253418;90,5714721679688;0;0;0;0;8628500;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1257,59723554717;
 ;2050;2050;3;2050;0;1;0;2;2;-1;-1;-1;-1;-1;-1;15,4219779968262;146,989285714286;53,9240226745605;20;9;1;29818880;3,67343401908875;2,22222208976746;45;6,72459506988525;0,132848992943764;7469325;73,2810897827148;88,7524871826172;0;0;0;0;7456711,5;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2266,86553005491;
 ;4098;2050;3;2050;0;1;0;2;2;-1;-1;-1;-1;-1;-1;29,6929130554199;147,286666666667;56,9861640930176;20;9;1;33292288;3,670077085495;2,22222208976746;45;6,88473081588745;0,293796986341476;8386620,5;73,1300354003906;90,9384994506836;0;0;0;0;8325670;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4373,37018755595;
