mode;matrix_w;matrix_h;filter_size;samples;n_thread_host;n_device;d0_size;d0_mode_in;d0_mode_out;d1_size;d1_mode_in;d1_mode_out;d2_size;d2_mode_in;d2_mode_out;extechWatt;completionTime;gpuBusy_1;aluInsts_1;fetchInsts_1;wrInsts_1;waveFronts_1;AluBusy_1;aluFetchRatio_1;aluPacking_1;aluPacking_1;fetchUnitBusy_1;fetchUnitStalled_1;fetchSize_1;cacheHit_1;writeUnitStalled_1;ldsFetchInst_1;aluStalledByLds_1;ldsBankConfl_1;fastPath_1;completePath_1;pathUtil_1;gpuBusy_2;aluInsts_2;fetchInsts_2;wrInsts_2;waveFronts_2;AluBusy_2;aluFetchRatio_2;aluPacking_2;aluPacking_2;fetchUnitBusy_2;fetchUnitStalled_2;fetchSize_2;cacheHit_2;writeUnitStalled_2;ldsFetchInst_2;aluStalledByLds_2;ldsBankConfl_2;fastPath_2;completePath_2;pathUtil_2;gpuBusy_3;aluInsts_3;fetchInsts_3;wrInsts_3;waveFronts_3;AluBusy_3;aluFetchRatio_3;aluPacking_3;aluPacking_3;fetchUnitBusy_3;fetchUnitStalled_3;fetchSize_3;cacheHit_3;writeUnitStalled_3;ldsFetchInst_3;aluStalledByLds_3;ldsBankConfl_3;fastPath_3;completePath_3;pathUtil_3;J;matrix_size;
0;4098;4098;3;4098;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;801,076904296875;145,2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;116316,366503906;16793604;
1;130;130;3;130;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;0,521910011768341;146,291666666667;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;76,3510854716102;16900;
1;258;130;3;130;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;0,702193021774292;157,6875;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;110,727062121034;33540;
1;258;258;3;258;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;1,25863897800446;157,6;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;198,361502933502;66564;
1;514;258;3;258;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;2,40871095657349;156,875;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;377,866531312466;132612;
1;514;514;3;514;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;4,44924402236938;165,033333333333;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;734,273571825027;264196;
1;1026;514;3;514;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;8,35620880126953;159,459375;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1332,47583281994;527364;
1;1026;1026;3;1026;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;16,2070808410645;164,438888888889;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2665,07436563704;1052676;
1;2050;1026;3;1026;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;31,3892612457275;166,622222222222;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;5230,148462677;2103300;
1;2050;2050;3;2050;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;62,8607597351074;167,505555555556;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10529,5264820735;4202500;
1;4098;2050;3;2050;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;128,375;167,46;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;21497,6775;8400900;
1;4098;4098;3;4098;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;248,100006103516;166,685;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41354,5495173645;16793604;
2;130;130;3;130;0;1;0;0;0;-1;-1;-1;-1;-1;-1;1,60099995136261;150,478125;2,5095489025116;20;9;1;1280000;2,9227180480957;2,22222208976746;45;5,37108421325684;0,125304996967316;330312,5;72,4739608764648;9,00000013643876E-05;0;0;0;0;320000;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;240,915470806137;16900;
2;258;130;3;130;0;1;0;0;0;-1;-1;-1;-1;-1;-1;1,82731795310974;153,347368421053;2,27981305122375;20;9;1;2695168;5,60399723052979;2,22222208976746;45;10,2351427078247;0,162945002317429;689913;72,6953125;8,09999983175658E-05;0;0;0;0;673792;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;280,214399377923;33540;
2;258;258;3;258;0;1;0;0;0;-1;-1;-1;-1;-1;-1;2,18088603019714;155,021875;2,23626303672791;20;9;1;3792896;9,81657123565674;2,22222208976746;45;17,8005447387695;0,136947005987167;963271,5;72,91015625;9,00000013643876E-05;0;0;0;0;948224;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;338,085041562468;66564;
2;514;258;3;258;0;1;0;0;0;-1;-1;-1;-1;-1;-1;2,78246092796326;152,51875;2,01948595046997;20;9;1;6025216;16,85107421875;2,22222208976746;45;30,7968063354492;0,498948007822037;1524139,875;73,017578125;0,0687469989061356;0;0;0;0;1506304;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;424,377462656796;132612;
2;514;514;3;514;0;1;0;0;0;-1;-1;-1;-1;-1;-1;3,6967658996582;161,808823529412;2,04004502296448;20;9;1;9752576;25,459400177002;2,22222208976746;45;46,4370422363281;0,638324022293091;2457340,75;73,1233749389648;0,0689759999513626;0;0;0;0;2438144;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;598,169341087341;264196;
2;1026;514;3;514;0;1;0;0;0;-1;-1;-1;-1;-1;-1;5,5422158241272;154,10625;2,14861989021301;20;9;1;12419072;31,7114562988281;2,22222208976746;45;62,4054336547852;5,49042177200317;3123054,75;73,17626953125;0,0380019992589951;0;0;0;0;3104768;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;854,090097346902;527364;
2;1026;1026;3;1026;0;1;0;0;0;-1;-1;-1;-1;-1;-1;9,22138977050781;154,423529411765;2,20414805412292;20;9;1;15319040;37,8219604492188;2,22222208976746;45;74,3699722290039;6,47975492477417;3844778,5;73,228759765625;0,0355559997260571;0;0;0;0;3829760;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1423,99955444336;1052676;
2;2050;1026;3;1026;0;1;0;0;0;-1;-1;-1;-1;-1;-1;16,4629974365234;154,614705882353;2,77645993232727;20;9;1;17268736;33,6266746520996;2,22222208976746;45;85,3411560058594;25,0251197814941;4329870;73,2549743652344;0,00516699999570847;0;0;0;0;4317184;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2545,42150659;2103300;
2;2050;2050;3;2050;0;1;0;0;0;-1;-1;-1;-1;-1;-1;30,4448394775391;153,04375;2,85959601402283;20;9;1;18415616;35,430721282959;2,22222208976746;45;88,6860809326172;25,1016292572021;4612982,5;73,2807464599609;0,00272500002756715;0;0;0;0;4603904;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4659,39240179062;4202500;
2;4098;2050;3;2050;0;1;0;0;0;-1;-1;-1;-1;-1;-1;94,4117660522461;153,765384615385;11,0637798309326;20;9;1;8912896;5,24393320083618;2,22222208976746;45;15,5734510421753;6,19927597045898;2244961,5;73,1377868652344;0,000153000000864267;0;0;0;0;2228224;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;14517,2615192413;8400900;
2;4098;4098;3;4098;0;1;0;0;0;-1;-1;-1;-1;-1;-1;219,820510864258;152,665789473684;8,81135940551758;20;9;1;10223616;5,19041585922241;2,22222208976746;45;15,651554107666;6,36394119262695;2572508,25;73,1648559570313;0,000661999976728112;0;0;0;0;2555904;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;33559,0718336005;16793604;
2;130;130;3;130;0;1;0;1;1;-1;-1;-1;-1;-1;-1;1,52252304553986;151,326470588235;6,30926418304443;20;9;1;1506048;1,23320305347443;2,22222208976746;45;21,4636726379395;19,3364734649658;388645,6875;72,4739608764648;25,4677906036377;0;0;0;0;376512;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;230,398038870797;16900;
2;258;130;3;130;0;1;0;1;1;-1;-1;-1;-1;-1;-1;1,70858705043793;151,455555555556;10,8087673187256;20;9;1;2695168;1,30153894424438;2,22222208976746;45;23,7355461120605;21,5433864593506;689913;72,6953125;54,432300567627;0;0;0;0;673807,375;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;258,775000939104;33540;
2;258;258;3;258;0;1;0;1;1;-1;-1;-1;-1;-1;-1;1,98099994659424;154,87;14,1663017272949;20;9;1;5120000;1,71996295452118;2,22222208976746;45;22,3036212921143;19,2911510467529;1300312,5;72,91015625;71,3554382324219;0;0;0;0;1280153,75;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;306,79746172905;66564;
2;514;258;3;258;0;1;0;1;1;-1;-1;-1;-1;-1;-1;2,35475206375122;151,967647058824;22,5973224639893;20;9;1;7585792;1,79692196846008;2,22222208976746;45;18,1394424438477;15,1059951782227;1918903,5;73,017578125;83,8721160888672;0;0;0;0;1897044,875;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;357,846130535182;132612;
2;514;514;3;514;0;1;0;1;1;-1;-1;-1;-1;-1;-1;3,21520495414734;154,1375;29,2075748443604;20;9;1;10506240;1,95932495594025;2,22222208976746;45;16,5799942016602;13,2618951797485;2647240,25;73,1233749389648;91,1323089599609;0;0;0;0;2627098;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;495,583653619885;264196;
2;1026;514;3;514;0;1;0;1;1;-1;-1;-1;-1;-1;-1;4,62959289550781;152,997368421053;40,5812606811523;20;9;1;16719872;2,02105188369751;2,22222208976746;45;16,0053749084473;12,5608568191528;4204587,5;73,17626953125;94,5622787475586;0;0;0;0;4180666,5;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;708,315529873497;527364;
2;1026;1026;3;1026;0;1;0;1;1;-1;-1;-1;-1;-1;-1;7,49183082580566;155,283333333333;47,9401550292969;20;9;1;19054592;2,13229489326477;2,22222208976746;45;15,8133010864258;12,1518850326538;4782328,5;73,228759765625;95,2360153198242;0;0;0;0;4764523,5;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1163,35646340052;1052676;
2;2050;1026;3;1026;0;1;0;1;1;-1;-1;-1;-1;-1;-1;12,6439723968506;159,720588235294;54,3982543945313;20;9;1;23101440;2,17743301391602;2,22222208976746;45;15,1045961380005;11,32643699646;5792379;73,254753112793;93,0312423706055;0;0;0;0;5775914;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2019,5027088558;2103300;
2;2050;2050;3;2050;0;1;0;1;1;-1;-1;-1;-1;-1;-1;25,1195335388184;154,765625;58,5238914489746;20;9;1;22478848;2,11076307296753;2,22222208976746;45;15,2725801467896;11,6067180633545;5630728,5;73,2810592651367;93,0397109985352;0;0;0;0;5620735;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3887,64030784369;4202500;
2;4098;2050;3;2050;0;1;0;1;1;-1;-1;-1;-1;-1;-1;50,3136100769043;152,214705882353;52,5847320556641;20;9;1;22151168;2,41732788085938;2,22222208976746;45;16,3158321380615;12,093337059021;5580090;73,13623046875;93,8101654052734;0;0;0;0;5538486;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;7658,47135973538;8400900;
2;4098;4098;3;4098;0;1;0;1;1;-1;-1;-1;-1;-1;-1;266,388885498047;155,764705882353;24,1274471282959;20;9;1;9437184;2,28799510002136;2,22222208976746;45;16,0947704315186;12,1137771606445;2375359,5;73,1556549072266;92,9339981079102;0;0;0;0;2359617;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41493,9863999311;16793604;
2;130;130;3;130;0;1;0;2;2;-1;-1;-1;-1;-1;-1;1,38668096065521;145,594444444444;3,57921504974365;20;9;1;1706752;2,48989391326904;2,22222208976746;45;4,48285913467407;0,00118499994277954;440438,6875;72,4739608764648;31,1214962005615;0;0;0;0;426688;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;201,893044088284;16900;
2;258;130;3;130;0;1;0;2;2;-1;-1;-1;-1;-1;-1;1,60800004005432;140,339473684211;5,01332378387451;20;9;1;3200000;2,99569988250732;2,22222208976746;45;5,39294576644897;0,000742000003810972;819140,625;72,6953125;58,0368995666504;0;0;0;0;800022,75;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;225,665879305413;33540;
2;258;258;3;258;0;1;0;2;2;-1;-1;-1;-1;-1;-1;1,73924899101257;144,35;8,44866943359375;20;9;1;6024192;3,34390211105347;2,22222208976746;45;6,01943206787109;0,000452000007499009;1529947,75;72,91015625;75,7189559936523;0;0;0;0;1506186,5;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;251,060591852665;66564;
2;514;258;3;258;0;1;0;2;2;-1;-1;-1;-1;-1;-1;1,92872595787048;142,2375;14,9177007675171;20;9;1;8534016;3,31812191009521;2,22222208976746;45;5,97306299209595;0,00052599998889491;2158766,5;73,017578125;87,269157409668;0;0;0;0;2134132,75;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;274,337158432603;132612;
